PW Estimate (mW),Description
0.014268292682926828,[PID 4997] ffmpeg -re -ss 113 -i chosen.mp4 -t 1800 -c copy -f mpegts pipe:1 
0.014237804878048781,[PID 4898] sh
0.014176829268292685,[PID 4964] python3
0.014146341463414633,[PID 4842] sh
0.014146341463414633,[PID 4844] python3
0.014024390243902438,[PID 4972] python3
0.014024390243902438,[PID 4923] python3
0.013871951219512195,[PID 4940] python3
0.013780487804878047,[PID 4963] python3
0.013597560975609756,[PID 4854] python3
0.01350609756097561,[PID 4845] python3
0.01347560975609756,[PID 4817] python3
0.013323170731707318,[PID 4855] python3
0.01326219512195122,[PID 4899] python3
0.01323170731707317,[PID 4860] python3
0.013140243902439024,[PID 4917] python3
0.013140243902439024,[PID 4941] python3
0.01304878048780488,[PID 4973] python3
0.013000000000000001,[PID 37] [ksoftirqd/3]
0.01298780487804878,[PID 4924] python3
0.01274390243902439,[PID 4890] python3
0.012682926829268294,[PID 4953] python3
0.012652439024390245,[PID 5085] ffmpeg -re -ss 2803 -i chosen.mp4 -t 1800 -c copy -f mpegts pipe:1 
0.01253048780487805,[PID 4872] python3
0.012439024390243903,[PID 4891] python3
0.012393292682926828,[PID 4856] /usr/bin/python3 /home/videoserver/.ansible/tmp/ansible-tmp-1717276349.672755-224873025327005/async_wrapper.py 21951
0.012317073170731708,[PID 4900] python3
0.012317073170731708,[PID 4871] python3
0.012286585365853659,[PID 4833] sh
0.012134146341463415,[PID 4952] python3
0.012073170731707317,[PID 3936] sh
0.012073170731707317,[PID 4904] python3
0.01201219512195122,[PID 4916] python3
0.011890243902439025,[PID 4818] python3
0.011798780487804878,[PID 5077] ffmpeg -re -ss 2600 -i chosen.mp4 -t 1800 -c copy -f mpegts pipe:1 
0.011676829268292683,[PID 4905] python3
0.011341463414634148,[PID 3883] sshd
0.009999999999999998,[PID 85] [ksoftirqd/11]
0.009606707317073172,addrconf_verify_work
0.009591463414634146,blk_mq_timeout_work
0.0095,[PID 67] [ksoftirqd/8]
0.009420731707317073,[PID 4879] sh
0.00926829268292683,[PID 3888] sshd
0.008490853658536584,[PID 49] [ksoftirqd/5]
0.008387195121951222,hpsa_rescan_ctlr_worker
0.008170731707317073,[PID 3934] sh
0.007926829268292683,[PID 4077] sh
0.007621951219512195,[PID 3892] sh
0.007621951219512195,[PID 4154] sh
0.007530487804878049,[PID 3896] sh
0.007530487804878049,[PID 4156] sh
0.007439024390243902,[PID 3898] sh
0.007286585365853659,[PID 4354] python3
0.007274390243902439,[PID 3616] /sbin/syslogd -t -n 
0.007195121951219512,[PID 4498] python3
0.007195121951219512,[PID 4472] python3
0.007195121951219512,[PID 3965] python3
